id,bathroom,locality,property_size,rent_amount,type_bhk
14532,2,Gachibowli,1198,28000,3
14535,2,Mehdipatnam,900,13000,2
14536,3,Pocharam,1650,25000,3
14539,2,Nizampet,1060,11500,2
14544,2,Kukatpally,1440,13000,2
14548,2,Madinaguda,1375,15000,3
14551,2,Rodamestri Nagar,1000,8500,2
14552,3,Nizampet,1600,16000,3
14554,2,Nizampet,1550,12500,3
14557,2,Nizampet,900,12000,2
14559,2,Chanda Nagar,1200,13000,2
14560,2,Kondapur,900,14000,2
14562,2,Alwal,1200,11000,2
14566,3,Pocharam,1490,12000,3
14567,2,Kukatpally,1105,17000,2
14569,2,Kukatpally,1000,12500,2
14571,2,Bachupally,1050,10500,2
14572,3,Moosapet,1550,20000,3
14574,3,Moosapet,1550,20000,3
14592,3,Puppalaguda,1750,16000,3
14598,3,Moti Nagar,1250,20000,3
14599,1,Bandlaguda,680,12500,2
14601,3,Saroornagar,1480,20000,3
14603,3,Madinaguda,1685,25000,3
14613,2,Madhura Nagar,1400,15000,2
14616,1,Bachupally,850,5500,1
14617,1,Ramachandrapuram,450,8000,1
14619,3,Hafeezpet,1700,25000,3
14621,2,Kukatpally,1083,13500,2
14627,2,Miyapur,1390,16000,2
14634,2,Chintalmet,1400,14000,2
14640,2,Balapur,1100,10000,3
14641,3,Pragathi Nagar,1500,10500,3
14642,2,Pragathi Nagar,1000,9500,2
14648,3,Kothaguda,1850,25000,3
14652,2,Madhura Nagar,1450,16000,3
14653,2,Kondapur,1000,16000,2
14654,2,Manikonda,1402,20000,3
14659,2,Mehdipatnam,1100,16500,2
14664,2,Hafeezpet,1000,18000,2
14665,2,Sanath Nagar,1320,20000,2
14671,3,Kondapur,1500,25000,3
14672,2,Rodamestri Nagar,1000,10000,2
14674,1,Ramachandra Puram,820,7500,2
14677,3,Miyapur,1482,20000,3
14678,2,Toli Chowki,1175,17000,3
14679,3,Miyapur,1482,20000,3
14680,2,Toli Chowki,1175,17000,3
14681,2,Serilingampally,750,10500,2
14691,3,Beeramguda,1400,11000,3
14699,2,Hyderabad,1145,12000,2
14700,2,Hyderabad,1145,12000,2
14701,3,Toli Chowki,1800,25000,3
14702,3,Boduppal,1810,16500,3
14707,2, Kukatpally,750,12000,2
14708,3,Ramachandra Puram,1440,15000,3
14710,2,Gopanapalli Thanda,1125,18000,2
14718,1,Suraram,500,5000,1
14719,2,Suraram,900,8000,2
14722,2,Kukatpally,1100,12000,2
14728,2,Kothapet,850,10000,2
14739,2,Himayatnagar,1200,13000,3
14744,2,Alwal,1100,18000,3
14745,2,Nizampet,1500,16500,3
14748,2,Chanda Nagar,1360,19000,3
14752,1,Bandlaguda Jagir,680,12000,2
14753,2,kukatpally,1200,18000,2
14761,3, Nizampet,1650,21000,3
14764,2,Nagaram,1161,7000,2
14765,2,Kukatpally,1000,12000,2
14769,1,Kavadiguda,650,8000,1
14772,2,Ramachandra Puram,1229,11000,2
14773,2,Banjara Hills,1560,23000,3
14776,3,Kukatpally,1400,20000,3
14788,3,Himayatnagar,1500,27000,3
14789,2,Kondapur,1000,20000,2
14790,2,Kothaguda,1000,15000,2
14791,2,Miyapur,815,11500,2
14795,1,Yousufguda,500,7000,1
14797,3,Chanda Nagar,1800,17000,3
14798,3,Rampally,2300,16000,3
14801,3,Narsingi,1400,20000,3
14806,1,Bahadurguda,1100,8000,1
14808,3,Kothapet,1800,22000,3
14810,3,Nallagandla,1836,25000,3
14811,2,Puppalguda,1240,18000,2
14812,2,Banjara Hills,1100,18000,2
14815,2,Kukatpally,750,9000,1
14816,2,Pragathi Nagar,1250,13000,2
14817,2,Vanasthalipuram,1400,10000,2
14818,3,Pragathi Nagar,1137,16000,3
14819,3,Pragathi Nagar,1820,16000,3
14820,2,Himayatnagar,950,17500,2
14821,2,Kachiguda,1000,15000,2
14822,2,Toli Chowki,1000,12500,2
14823,1,Jagathgiri Gutta,440,7000,1
14827,2,Bandlaguda Jagir,1050,11500,2
14830,2,Beeramguda,1100,8000,2
14836,3,Manikonda,1500,14000,2
14840,2,Gachibowli,1170,18000,2
14850,2,Puppalguda,1150,13500,2
14852,2,Begumpet,900,11500,2
14860,2,Bandlaguda Jagir,1190,0,2
14861,2,Kondapur,1200,20000,2
14862,2,Gopanapalli Thanda,1450,18000,3
14866,1,Borabanda,650,10000,1
14871,3,Kukatpally,1900,25000,3
14876,2,Attapur,1000,12500,2
14883,2,Gachibowli ,1300,20000,3
14884,1,Kondapur,900,14000,2
14886,2,Shamshabad,800,7500,2
14890,1,Gachibowli,465,10000,1
14897,2,Balkampet,900,17000,2
14905,2,Miyapur,930,14000,2
14908,3,Hafeezpet,1800,27000,3
14910,3,Hafeezpet,1800,27000,3
14921,2,Medipally,1315,10000,2
14922,3,Hafeezpet,1550,18000,3
14928,2,Khairtabad,1132,20000,2
14929,3,Miyapur,1900,22000,3
14930,3,Madhapur,1000,25000,3
14931,3,Miyapur,1900,22000,3
14932,3,Madhapur,1000,25000,3
14933,2,Miyapur,1106,16000,2
14934,3,Kondapur,1500,25000,3
14937,2,Kondapur,1000,20000,2
14944,3,Pocharam,1300,14000,3
14945,2,Pocharam,1100,12000,2
14948,2,Begumpet,1500,18000,3
14949,2,Mehdipatnam,1150,20000,2
14950,2,Ramachandrapuram,1100,7500,2
14959,2,Begumpet,1480,23000,3
14967,2,Kondapur,1060,18000,2
14969,2,Nizampet,1000,9000,2
14972,2,Pragathi Nagar,930,10000,2
14979,1,Ramachandra Puram,500,8500,1
14980,3,Gachibowli,1764,30000,3
14983,2,Pragathi Nagar,1000,12000,2
14990,2,Mehdipatnam,1000,12000,2
14995,2,Kukatpally,1400,15000,3
14996,2,Kukatpally,1180,12000,2
15000,2,Puppalaguda,1200,16000,2
15006,3,Nagole,1500,18000,3
15007,2,Dammaiguda,1200,10000,2
15013,3,Uppal,1400,15000,3
15017,2,Pragathi Nagar,1020,9500,2
15024,3,Manikonda Jagir,1550,19000,3
15025,2,Secunderabad,600,8500,2
15027,2,Yella Reddy Guda,850,12500,2
15029,2,Kukatpally,800,12000,2
15037,2,Kukatpally,1200,14000,2
15044,3,Serilingampally,1800,28000,3
15049,2,Amberpet,1015,17500,2
15051,2,Peerzadiguda,1000,8000,2
15052,1,Hastinapuram,500,6500,1
15054,1,Peerzadiguda,700,6000,1
15055,2,Attapur,1200,15000,2
15058,2,Yousufguda,900,15000,2
15061,2,Kompally,800,10500,2
15062,2,Kondapur,1800,25000,3
15067,3,Manikonda,1580,20000,3
15068,2,Serilingampally,697,12000,2
15073,3,Borabanda,1400,23000,3
15075,2,Serilingampally,1120,15000,2
15079,2,Bandlaguda Jagir,865,10000,2
15081,2,Nizampet,1250,9000,2
15082,3,Osman Nagar,2240,20000,3
15083,3,Adibatla,1850,25000,3
15084,3,Kokapet,1780,28000,3
15086,2,Balanagar,1000,15000,2
15087,2,Adikmet,1200,18000,3
15090,2,Nizampet,885,10000,2
15094,3,Kondapur,2150,28000,3
15102,2,Manikonda,1100,16000,2
15106,2,Manikonda,1000,16000,2
15107,3,Kukatpally,1405,23000,3
15108,2,Zamistanpur,1000,12000,2
15109,3,Shaikpet,2500,20000,3
15120,1,Moula Ali,600,8500,2
15125,2,Shaikpet,1100,16000,2
15127,2,Kukatpally,1225,20000,3
15131,2,Nacharam,800,8000,2
15135,2,Miyapur,1400,18000,3
15137,3,L. B. Nagar,1450,15000,3
15143,3,Jubilee Hills,2500,30000,3
15144,2,Nizampet,1120,12500,2
15145,2,Gokul Plats,1200,14500,2
15147,2,Manikonda ,1137,18000,2
15149,2,Puppalaguda,800,13000,2
15151,2,Attapur,1000,14000,2
15152,2,Kondapur,1550,30000,3
15154,2,Nizampet,1150,12500,2
15158,2,Gachibowli,1000,15000,2
15161,2,Pragathi Nagar,950,15000,2
15162,2,Pragathi Nagar,950,15000,2
15164,2,Pragathi Nagar,1500,12000,3
15165,2,Banjara Hills,2000,30000,3
15167,2,Malkajgiri,1100,12000,2
15172,2,Medipally,980,9000,2
15175,2,Serlingampalli,1180,14000,2
15176,1,Ameerpet,900,16000,2
15177,1,Hafeezpet,600,9000,1
15179,3,Narsingi,1655,28000,3
15185,3,Kompally,1689,21000,3
15187,2,Kothapet,1150,9500,2
15194,1,Kukatpally,720,7000,1
15199,2, Kukatpally,1350,17000,2
15202,2,Himayatnagar,1100,17000,2
15205,3,Hafeezpet,1550,22000,3
15211,1,Moula Ali,600,8500,2
15213,3,Uppal,1545,18000,3
15214,3,Hafeezpet,1800,25000,3
15215,1,Erragadda,500,8000,1
15218,2,Uppal,1000,11000,2
15219,3,Kondapur,1450,28000,3
15220,2,Nizampet,1100,12000,2
15224,2,Bachupally,1350,12000,3
15226,1,Kondapur,760,11000,2
15229,3,Nizampet,1500,14000,3
15230,2,Gopanapalli,1220,20000,2
15233,3,Neknampur,2085,27000,3
15236,2,Borabanda,800,16000,2
15239,2,Nizampet,1180,10000,2
15240,2,Miyapur,1161,15000,2
15242,2,Jeedimetla,1150,17500,2
15243,2,Nizampet,1400,20000,3
15248,3,Manikonda Jagir,1800,20000,3
15249,3,Shaikpet,1500,22000,3
15252,2,Kukatpally,1100,14000,2
15253,2,Nizampet,1150,12500,2
15254,4,Dammaiguda,2400,20000,3
15259,1,Bandlaguda Jagir,300,6000,1
15264,3,Manikonda,1600,20000,3
15271,2,Nizampet,1440,15000,3
15272,2,Mehdipatnam,950,12000,2
15274,2,Pragathi Nagar,1175,13000,2
15276,2,Kukatpally,1230,20000,2
15282,2,Shaikpet,1900,15000,2
15296,2,Hafeezpet,700,13000,2
15298,2,Padmarao Nagar,1000,17000,2
15299,2,Hafeezpet,450,9000,1
15300,2,New Nallakunta,1000,17000,2
15304,2,Toli Chowki,1100,11000,2
15305,2,Toli Chowki,1100,14000,2
15311,2,Kukatpally,900,9500,2
15317,2,Miyapur,1165,15000,2
15319,2,Balkampet,900,15000,2
15320,2,Qutub Shahi Tombs,1200,12000,2
15326,2,Kukatpally,1200,13000,2
15328,1,Hafeezpet,500,7000,1
15331,2,Serilingampally,700,10000,2
15332,1,Serilingampally,1200,9000,2
15333,1,Nagole,900,6500,1
15334,2,Peeramcheru,900,9000,1
15335,2,Nacharam,894,13500,2
15338,3,Sainikpuri,3500,24000,3
15340,2,Kukatpally,800,13000,2
15346,2,Kukatpally,1200,13000,2
15350,1,Kukatpally,500,8000,1
15353,3, Gachibowli,1500,20000,3
15354,2,Nalagandla,1230,20000,2
15364,2,Manikonda,1205,18000,2
15370,2,Karkhana,1300,14000,2
15371,2,Karkhana,1650,18000,3
15372,2,Karkhana,1300,14000,2
15373,2,Karkhana,1650,18000,3
15374,3,Manikonda,1640,22000,3
15375,2,Ramachandra Puram,600,6000,2
15378,2,Uppal,1100,12000,2
15380,2,Saroornagar,650,6000,2
15384,3,Miyapur,1800,24000,3
15387,2,Shaikpet,2000,17000,3
15389,2,Mettuguda,1200,15000,2
15403,2,Miyapur,950,14000,2
15404,3,Manikonda ,1930,22500,3
15406,2,Manikonda,1200,17000,2
15411,1,Saroornagar,550,8000,1
15413,3,Vanasthalipuram,1500,16500,3
15414,3,Vanasthalipuram,1500,16500,3
15416,2,Chanda Nagar,935,15000,2
15419,3,Manikonda Jagir,1800,18000,3
15420,2,Nizampet,1000,12000,2
15425,3,Bolarum,1510,14000,3
15436,2,Miyapur,1100,13000,2
15438,2,Erragadda,950,12500,2
15442,3,Gachibowli,1828,25000,3
15447,2,Nanakram Guda,1000,17000,2
15449,2,Ameerpet,1200,16000,2
15450,1,Himayatnagar,720,11000,2
15452,3,Kokapet,2115,25000,3
15455,2,Nagole,900,10000,2
15457,2,Nagole,900,10000,2
15459,2,Ameerpet,1500,25000,3
15462,3,Kompally,2050,18000,3
15463,3,Yousufguda,1250,20000,3
15466,3,Kondapur,2167,30000,3
15467,2,Miyapur,800,12000,2
15474,3,Pocharam,1450,11000,3
15476,1,Hafeezpet,550,9000,1
15477,1,Hafeezpet,550,9000,1
15479,1,L. B. Nagar,500,6000,1
15481,3,Gachibowli,1540,25000,3
15486,2,Tarnaka,750,8000,2
15489,3,Chanda Nagar,1300,18000,3
15490,3,Serilingampally,1550,20000,3
15491,3,Madinaguda,1685,30000,3
15493,2,Ramachandra Puram,995,14000,2
15496,2,Yousufguda,700,7000,2
15507,2,Nizampet,1185,14000,2
15508,3,Miyapur,1450,15000,3
15509,1,Shivaji Nagar,1000,7500,1
15510,2,Manikonda,1300,16000,3
15513,2,Dilsukhnagar,1000,12500,2
15516,1,Dilsukhnagar,500,8000,1
15518,2,Pragathi Nagar,1000,13000,2
15519,2,Pragathi Nagar,1000,13000,2
15520,2,LB Nagar,1300,11000,2
15525,2,Malkajgiri,650,6500,2
15530,2,Jeedimetla,1200,17000,2
15533,2,Miyapur,1500,25000,3
15536,2,Kondapur,1500,24000,3
15541,1,Secunderabad,450,6500,1
15542,3,Kondapur,1930,30000,3
15545,2,Kukatpally,1010,19000,2
15549,2,Manikonda,1100,14000,2
15553,2, Nizampet,1000,12000,2
15554,3,Kokapet,1800,18000,3
15556,2,Gudimalkapur,1000,13000,2
15563,2,Shaikpet,900,10000,2
15569,3,Chanda Nagar,1500,17000,3
15571,2,Hafeezpet,1325,20000,3
15572,2,Hakimpet,1100,18000,2
15574,2,Miyapur,1600,17000,2
15576,3,Gachibowli,1369,25000,3
15578,2,Banjara Hills,1465,15000,2
15581,3,Nanakramguda,1300,25000,3
15582,3,Nanakramguda,1300,25000,3
15590,2, Kondapur,1080,16000,2
15593,2,Rodamestri Nagar,900,7000,2
15594,1,Rodamestri Nagar,600,6000,1
15597,2,Hafeezpet,1150,13000,2
15606,2,Hitec City,1550,27000,3
15610,2,Bachupally,1150,10000,3
15616,2,Gopanapalli,1086,14000,2
15617,3,Serilingampally,1800,26000,3
15620,2,Gachibowli,1150,17000,2
15629,1,Champapet,500,7000,1
15633,2,Miyapur,1350,15000,3
15637,1,Hydershakote,620,6500,1
15642,2,Mehdipatnam,1200,20000,3
15643,2,Madinaguda,1194,17000,2
15644,2,Kondapur,1050,15000,2
15645,2,Kondapur,1050,15000,2
15646,2,Hydershakote,875,9000,2
15650,2,Serilingampalle,1000,12000,2
15651,2,Nanakaramguda,1198,28000,3
15658,2,Saidabad,1000,7500,2
15659,3,Kondapur,1420,23000,3
15660,1,Attapur,1000,6000,1
15672,2,Dilsukhnagar,1000,9000,2
15673,3,Mallampet,2600,20000,3
15674,2,Chanda Nagar,1420,16500,3
15681,3,Shaikpet,1580,24000,3
15682,2,Pocharam,1136,10000,2
15695,2,Shaikpet,890,18000,2
15698,2,Rampally,1180,9500,2
15701,2,Kachiguda,1200,15000,2
15711,2,Manikonda,1675,21000,3
15714,2,Sainikpuri,995,9500,2
15717,2,Miyapur,1070,10000,2
15718,3,Gachibowli,1200,30000,3
15725,2,Pragathi Nagar,1150,15000,2
15728,3,Tellapur,2700,30000,4
15729,3,Tellapur,2700,30000,4
15734,2,Adibatla,1030,10000,2
15738,2,Nalagandla,1500,22000,3
15740,3,Ramachandra Puram,1300,18000,3
15743,2,Gopanpally,1206,20000,2
15745,2,Madhapur,1250,18000,2
15746,2,Ameenpur,1050,9000,2
15748,2,Puppalaguda,1100,20000,2
15752,3,Manikonda,1350,18000,3
15753,1,Miyapur,500,9500,1
15761,2,Nanakram Guda,1300,28000,3
15766,3,Miyapur,1730,26500,3
15768,2,Puppalaguda,1105,15000,2
15783,2,Hafeezpet,1100,14500,2
15794,3,Kondapur,1600,25000,3
15798,2,Nizampet,1200,10000,2
15803,2,Madeenaguda,550,7000,1
15809,1,Kukatpally,750,13500,2
15815,2,Hafeezpet,810,10000,2
15820,3,Puppalaguda,1415,18000,3
15821,3,Miyapur,1800,13000,3
15823,2,Miyapur,1200,10000,2
15825,3,Kondapur,1500,28000,3
15831,2,Kukatpally,1100,15000,2
15835,3,Moti Nagar,1460,22000,3
15845,3,Mallampet,2250,18000,4
15846,2,Bolarum,1200,9000,2
15849,2,Nizampet,1140,9000,2
15850,3,Sainikpuri,1300,15000,3
15851,2,Nizampet,1100,13500,2
15852,2,Nizampet,1200,14000,2
15853,2, Nizampet,1100,10500,2
15858,3,Pocharam,1442,18000,3
15860,3,Narsingi,1600,20000,3
15864,2, Nizampet,1125,14000,2
15865,3,Toli Chowki,2000,20000,3
15869,2,Kukatpally,1400,20000,3
15874,2,Kukatpally,1000,11000,2
15877,3,Puppalguda,1300,16000,3
15883,3,Kukatpally,1500,22000,3
15885,2,Bachupally,1350,15000,3
15888,3,Kukatpally,1500,13500,3
15890,1,Hafeezpet,450,10000,1
15891,2,Kukatpally,1000,15000,2
15893,2,Kukatpally,1550,25000,3
15906,2,Kapra,990,12000,2
15909,3,Manikonda Jagir,1500,16500,3
15910,2,Mehdipatnam,800,13000,2
15911,3,Manikonda,1640,22000,3
15915,1,Attapur,600,8000,1
15922,3,Kondapur,1960,30000,3
15923,2,Film Nagar,1180,15000,2
15927,2,Nizampet,1050,10000,2
15930,3,Gachibowli,1400,28000,3
15932,2,Kukatpally,1100,15000,2
15933,3,Punjagutta,1450,25000,3
15934,2,Manikonda,1540,21000,3
15935,3,Madhapur,1500,28000,3
15945,2,Ramachandrapuram,760,13000,2
15946,2,Moosapet,1400,17000,3
15950,2,Gudimalkapur,1000,9000,2
15951,2,Kondapur,1422,23000,3
15957,1,Jagathgiri Gutta,500,6000,1
15960,3,Kondapur,1366,30000,3
15961,1,Kukatpally,800,11000,2
15963,1,Kukatpally,500,7500,1
15970,2,Kukatpally ,900,10000,2
15971,2,Chanda Nagar,1100,15000,2
15973,2,Kukatpally,1000,15000,2
15975,2,Chanda Nagar,800,10500,2
15976,2,Pocharam,1136,12000,2
15978,2,Qutub Shahi Tombs,950,13000,2
15985,2,Kukatpally,1100,17000,2
15991,1,Nizampet,450,10000,1
15992,2,Attapur,1150,12000,2
15993,2,Yousufguda,1200,14000,2
15994,3,Nizampet,1250,13000,3
16000,2,Peerzadiguda,1100,8500,2
16001,3,Annojiguda,1360,10000,3
16002,2,Peerzadiguda,1100,8500,2
16003,3,Annojiguda,1360,10000,3
16005,2,Boduppal,1050,11500,2
16006,1,Trimulgherry,1250,15000,2
16010,1,Balanagar,500,7500,1
16012,2,New Nallakunta,955,8500,2
16014,2,Quthbullapur,1125,11500,2
16017,2,Kukatpally,1045,16000,2
16021,2,Narayanguda,1010,16000,2
16027,1,Nagole,800,9500,1
16029,2,Bharat Heavy Electricals Limited,1100,15000,2
16030,2,Hafeezpet,1260,14000,2
16031,2,Qutub Shahi Tombs,1000,10000,2
16033,3,Serlingampalli,1500,19000,3
16038,1,Serilingampally,850,7500,1
16040,3,Nagaram,1210,16000,3
16042,3,Puppalaguda,1826,27000,3
16046,2,Ramachandrapuram,1050,7500,2
16047,2,Miyapur,1215,16000,2
16049,2,Lingampally,1275,17000,3
16051,2,Miyapur,1400,13000,3
16054,2,Amberpet,900,10000,2
16055,1,Neredmet,675,5500,1
16062,2,Lingampally,732,12000,2
16063,2,Gokul Plats,1100,16000,2
16066,1,Sanath Nagar,500,8500,1
16067,2,Nizampet,1150,15000,2
16069,2,Kondapur,1200,20000,2
16072,2,Madinaguda,1100,13000,2
16073,2,Miyapur,1000,14000,2
16077,2,Begumpet,900,18000,2
16078,2,Madeenaguda,1200,18000,2
16079,1,Neredmet,500,5000,1
16080,1,Shaikpet,650,10000,1
16090,2,Kukatpally,850,12000,2
16092,2,Nizampet,1260,13500,2
16095,3,Gachibowli,1500,25000,3
16098,3,Tellapur,1785,26000,3
16112,1,Nizampet,900,9000,1
16126,2,Vanasthalipuram,1000,8500,1
16130,2,Chanda Nagar,1400,16000,3
16131,2,Chanda Nagar,1000,13000,2
16132,3,Banjara Hills,1350,20000,3
16139,2,Puppalguda,875,14000,2
16143,1,Shaikpet,1000,14000,2
16145,2,Nizampet,1000,18000,2
16146,2,Kukatpally,1000,15000,2
16150,1,Uppal,550,6500,1
16155,2,Nagole,1096,9500,2
16162,2,Hakimpet,1250,30000,3
16164,2,Miyapur,1225,19000,2
16168,3,Kukatpally,1300,24000,3
16171,2,Malkajgiri,850,7000,2
16172,2,Balkampet,810,13000,2
16174,2,Miyapur,1540,20000,3
16175,2,Nizampet,900,11000,2
16176,2,Uppal,1200,9000,2
16178,3,Kukatpally,1400,15000,3
16180,2,Mehdipatnam,1000,13000,2
16181,2,Kukatpally,800,10000,2
16184,2,Neredmet,850,7500,2
16190,3,Gachibowli,1250,25000,3
16191,3,Gachibowli,1250,25000,3
16193,3,Jubilee Hills,1750,26000,3
16196,3,Puppalguda,1500,18000,3
16197,2,Bachupally,1075,10000,2
16199,2,Chanda Nagar,1200,19500,2
16200,3,Masab Tank,1650,23000,3
16201,2,Chanda Nagar,1000,15000,2
16202,1,Chanda Nagar,540,7500,1
16206,2,Chanda Nagar,1200,15000,2
16210,2,Chanda Nagar,800,14000,2
16214,1,Saroornagar,800,8000,1
16216,2,Kukatpally,1000,13000,2
16219,3,Kistareddypet,1300,12000,2
16221,3,Kondapur,1880,28000,3
16222,3,Manikonda,1750,16000,3
16223,3,"Kukatpally,",1560,16000,3
16224,2,Kukatpally,1200,18500,3
16225,3,Kukatpally,1330,16000,3
16227,2,Kukatpally,1200,16000,2
16231,2,Kukatpally,1000,13000,2
16232,3,Kondapur,1800,22000,3
16233,3,Kondapur,1800,22000,3
16234,1,Bandlaguda Jagir,800,10000,2
16235,3,Nizampet,1550,20000,3
16238,2,Miyapur,1165,17000,2
16241,2,Kothapet,1125,13000,2
16243,1,Mallapur,1000,5500,1
16244,2,Jawahar Nagar,1200,13000,2
16252,2,Kukatpally,1000,9200,2
16256,2, Kukatpally,1000,12000,2
16260,3,Manikonda,1530,21000,3
16265,3,Annojiguda,1895,20000,3
16266,2,Nagole,550,7000,1
16269,2,Ramachandra Puram,800,12500,2
16276,2,Shaikpet,1100,18500,2
16277,2,Khairtabad,1000,13500,2
16280,2,Pragathi Nagar,1200,17000,2
16285,3,Kondapur,1775,30000,3
16294,2,Kondapur,1100,17000,2
16295,2,Kukatpally,1100,17000,2
16296,2,Kukatpally,1100,17000,2
16297,1,Borabanda,600,6500,1
16298,2,Hastinapuram,1100,12500,2
16299,3,Kondapur,1578,24000,3
16306,2,Malakpet,1000,12000,2
16308,3,Kompally,1700,24000,3
16309,1,Somajiguda,680,11000,2
16320,2,Borabanda,1050,15500,2
16321,2,Ramachandrapuram,1241,15000,3
16322,2,Gopanpally,1337,22000,3
16325,1,Manikonda,600,8500,1
16334,1,East Marredpally,750,10000,1
16336,3,Shaikpet,1640,30000,3
16337,2,Hafeezpet,1200,14500,2
16339,3,Osman Nagar,1500,15000,3
16342,2,A. S. Rao Nagar,900,14000,2
16344,2,Hyder Nagar,1200,20000,2
16346,2, Chanda Nagar,1180,13000,2
16351,2,Chanda Nagar,1000,10000,2
16352,2,Somajiguda,1000,15000,2
16357,2,Ameerpet,1050,17000,2
16358,2,Kothaguda,1600,14000,2
16359,2,Kothaguda,1600,14000,2
16366,2,Kukatpally,1040,15000,2
16367,2,Kukatpally,900,13000,2
16375,2,Serilingampalle ,1100,13000,2
16383,2,Toli Chowki,1350,20000,3
16386,2,Kondapur,1000,17000,2
16387,1,Borabanda,650,9500,1
16389,2,Nizampet,1050,9000,2
16395,2,Miyapur,1700,20000,3
16399,1,Tellapur,380,10000,1
16400,3,Kukatpally,1500,16000,3
16401,3,Kukatpally,1500,16000,3
16402,2,Masab Tank,900,12000,2
16408,3,Bowrampet,1460,15000,3
16411,3,Mehdipatnam,1200,14000,2
16414,2,Pragathi Nagar,1350,17000,3
16416,2,Kukatpally,850,10000,2
16423,3,Kondapur,1650,25000,3
16424,2,Miyapur,910,11000,2
16429,2,Madhapur,1600,20000,3
16432,2,Amberpet,600,10000,2
16433,3,Hafeezpet,1718,30000,3
16434,2,Yella Reddy Guda,1070,13000,2
16438,2,Nanakaramguda,1198,28000,3
16445,3,Manikonda,1400,16000,3
16447,2,Vanasthalipuram,1210,15000,2
16449,2,Bandlaguda Jagir,1100,8000,2
16457,1,Ramachandra Puram,500,7500,1
16459,2,Ramachandrapuram,1000,10000,2
16460,1,Ramachandrapuram,550,7000,1
16462,2,Ameenpur,1300,12000,2
16463,1,Ameenpur,650,7500,1
16467,2,Kondapur,1200,20000,2
16468,1,Beeramguda,600,7000,1
16470,3,Peeranchuruvu,1628,27500,3
16471,2,Balanagar,1000,15000,2
16476,2,Ramachandrapuram,1125,13000,2
16483,2,Kukatpally,1200,20000,2
16485,2,Kukatpally,1200,20000,2
16487,3,Mehdipatnam,1250,17000,3
16491,2,Banjara Hills,1000,17000,2
16493,2,Tellapur,700,9000,2
16501,3,Gachibowli,1550,25000,3
16504,1,Kukatpally,900,6500,1
16508,3,Puppalaguda,1609,18000,3
16512,2,Nagole,937,9000,2
16515,2,Yousufguda,965,14000,2
16516,2,Nagole,950,8000,2
16520,2,Kukatpally,1500,18000,3
16521,2,Yousufguda,1000,14000,2
16523,3,Ramachandra Puram,1625,13000,3
16525,2,Alwal,1350,13000,3
16526,2,Nizampet,1000,12000,2
16527,2,Nizampet,1000,12000,2
16531,2,Chanda Nagar,1079,12500,2
16538,2,Dilsukhnagar,667,8000,2
16539,3,East Marredpally,2165,30000,3
16545,2,Manikonda,950,15000,2
16547,3,Miyapur,1935,28000,3
16548,1,Chanda Nagar,600,7500,1
16550,2,Ramachandra Puram,800,8000,2
16555,3,Kondapur,1415,18000,3
16556,1,Hafeezpet,450,10000,1
16562,2,Pragathi Nagar,1375,11000,2
16563,3,Chanda Nagar,1550,15000,3
16565,3,Pragathi Nagar,1500,17000,3
16567,2,Sanjeeva Reddy Nagar,900,16000,2
16570,2,Bachupally,1075,11000,2
16572,1, Chanda Nagar,550,7500,1
16573,1,Miyapur,500,10000,1
16574,2,Pocharam,1300,8500,2
16578,2,Nagole,1300,12000,2
16580,3,Kondapur,1600,26000,3
16586,2,Uppal,1200,9000,2
16588,2,Miyapur,1300,20000,2
16589,2,Nizampet,1450,13000,3
16590,2,Nizampet,1450,13000,3
16591,4,Shaikpet,1404,13000,3
16594,2,Alwal,1050,12000,2
16596,2,Ramachandra Puram,1100,15000,2
16598,1,Pocharam,520,4600,1
16599,2,Gachibowli,920,14000,2
16604,2,Miyapur,1500,15000,3
16613,2,Manikonda,1125,20000,2
16614,2,Chanda Nagar,1000,12000,2
16617,2,Nalagandla,1165,20000,2
16618,2,Nizampet,800,11000,2
16619,2,Gachibowli,1495,25000,3
16620,2,Kukatpally,1072,17000,2
16621,2,Kukatpally,1000,14000,2
16629,2,Nizampet,1200,13000,2
16633,2,Kukatpally,915,12500,2
16634,2,Kukatpally,1100,14000,2
16636,2,Alwal,1140,10000,3
16637,2,Kukatpally,1100,14000,2
16638,1,Kukatpally,550,8000,1
16639,2,Kukatpally,777,15000,2
16640,2,Kukatpally,670,10000,2
16641,2,Begumpet,1000,17000,2
16642,2,Kondapur,1155,15000,2
16647,1,Bowenpally,550,9000,1
16649,2,Gopanpally,911,15000,2
16656,3,Pocharam,1535,25000,3
16657,1,Ramachandra Puram,750,6000,1
16667,2,Serilingampalle,1000,15000,2
16668,2,Chanda Nagar,1000,12000,2
16670,3,Hi Tech City,1950,28000,3
16671,2,Kukatpally,1400,18000,2
16678,2,Kukatpally,1700,22000,3
16679,2,Kukatpally,900,15000,2
16681,2,Kukatpally,1000,12000,2
16683,3,Miyapur,1600,24000,3
16685,2,Pragathi Nagar,1370,17000,3
16686,1,Bandlaguda Jagir,710,10000,2
16687,2, Chanda Nagar,750,12000,2
16690,2,Hafeezpet,1200,15000,2
16698,3,Miyapur,1910,23000,3
16701,3,Pragathi Nagar,1550,13500,3
16704,2, Kukatpally,800,13000,2
16705,2,Mehdipatnam,1340,15000,3
16706,3,Vanasthalipuram,2000,22000,3
