id,bathroom,locality,property_size,rent_amount,type_bhk
4556,1,Begumpet,700,9000,1
4558,2,Kondapur,1584,24000,3
4561,2,Chanda Nagar,1100,15000,2
4562,3,Kondapur,2100,30000,3
4564,2,Pragathi Nagar,1302,13000,3
4573,2,Quthbullapur,950,10000,2
4574,3,Manikonda,1755,30000,3
4577,2,Amberpet,900,12000,2
4578,2,Amberpet,900,12000,2
4582,3,Kukatpally,2100,25000,3
4586,2,Nizampet,800,15000,2
4587,1,Kukatpally,400,9500,1
4592,2,Shaikpet,900,12000,2
4596,2,kukatpally,1050,18000,2
4597,2,Serilingampalle,650,13500,2
4599,2,Serilingampalle,650,13500,2
4617,2,Kukatpally,750,13000,2
4619,3,Kondapur,2000,30000,3
4620,3,Kondapur,2000,30000,3
4626,2,Nizampet,1000,11500,2
4628,2,Malkajgiri,650,6500,2
4631,2,Gachibowli,1372,18500,2
4634,3,Manikonda,2025,30000,3
4642,2,Nacharam,1385,16500,3
4643,2,Shaikpet,950,13000,2
4646,2,Nizampet,1150,10000,2
4649,2,Kukatpally,700,10000,2
4650,2,Nizampet,1250,13500,2
4651,2,New Nallakunta,600,13000,2
4661,2,Madinaguda,1010,15000,2
4663,2,Madinaguda,1010,15000,2
4676,2,East Marredpally,1100,14000,3
4678,2,Kachiguda,1100,20000,2
4680,2,Chandanagar,850,10000,2
4682,2,Kothapet,1100,12000,2
4685,2,Rodamestri Nagar,900,8500,2
4687,3,Kondapur,1900,30000,3
4694,2,Amberpet,1700,15000,2
4698,2,Borabanda,1100,12000,2
4714,2,Nizampet,765,10000,2
4715,2,Moula Ali,1500,12000,3
4717,2,Ramachandra Puram,1200,10000,2
4718,2,Hyder Nagar,1250,17000,2
4720,3,Gachibowli,1756,27000,3
4724,2,Kukatpally ,1530,20000,3
4726,2,Kukatpally ,1530,20000,3
4727,3,Kondapur,1483,28000,3
4729,2,Madeenaguda,1100,15000,2
4736,3,Manikonda,1635,15000,3
4739,2,Manikonda,1690,16000,3
4743,4,Himayatnagar,2180,30000,3
4745,2,Manikonda,1140,15000,3
4746,2,Manikonda,1140,15000,3
4748,2,Yousufguda,1250,21000,3
4756,2,Pragathi Nagar,990,17000,2
4760,3,Chanda Nagar,1350,18000,3
4761,2,Bachupally,1150,12000,2
4762,2,Chanda Nagar,1075,16000,2
4773,1,Dammaiguda,600,5500,1
4776,2,Narsingi,1250,18000,2
4782,2,Kondapur,1110,15000,2
4784,2,Nagole,1050,13000,2
4789,2,Kondapur,1105,18000,2
4794,3,Adibatla,1520,19000,3
4811,2,Pragathi Nagar,1150,15000,2
4814,2,Kukatpally,1140,15500,2
4816,2,Hafeezpet,1350,13500,2
4817,1,Hafeezpet,420,8500,1
4820,2,Nagole,1000,10000,2
4821,2,Nagaram,850,5500,2
4823,3,Gopanapalli Thanda,1940,24000,3
4825,1,Jawahar Nagar,1000,14000,2
4827,1,Gachibowli,900,19000,2
4828,2,Saroornagar,1000,10000,2
4829,1,Jawahar Nagar,700,10000,1
4830,1,Jawahar Nagar,700,10000,1
4832,3,Nizampet,2400,30000,3
4836,3,Hafeezpet,2000,22000,3
4837,2,Mehdipatnam,1300,18000,3
4840,2,Kondapur,900,16000,2
4845,2,Miyapur,1700,22000,3
4853,2,Kothaguda,1000,19000,2
4854,2,Miyapur,1000,15000,2
4857,3,Gopanpally,1690,24000,3
4858,3,Yapral,1450,14800,3
4861,3,Manikonda,1375,20000,3
4863,2,East Marredpally,1100,14000,2
4864,2,Neredmet,1550,15000,3
4866,2,Jubilee Hills,1050,18500,2
4871,2,Gudimalkapur,1260,14000,2
4872,2,Gudimalkapur,1260,14000,2
4875,2,Kondapur,850,16500,2
4876,2,A. S. Rao Nagar,1000,13000,2
4877,3,Kondapur ,1750,26000,3
4879,2,Beeramguda,1050,10000,2
4885,2,Chanda Nagar,640,10000,2
4886,1,Neredmet,550,6000,1
4889,3,Toli Chowki,1700,22000,3
4895,1,Serilingampalle,500,7000,1
4902,3,Kondapur ,1870,28000,3
4903,1,kukatpally,900,11000,2
4909,2,West Marredpally,1100,16500,2
4911,2,Patancheru,1170,8000,2
4915,2,Shamshabad,900,10000,2
4917,3,Banjara Hills,2077,30000,3
4920,1,Old Bowenpally,2604,6000,1
4927,3,Kondapur,1250,18000,2
4930,2,Manikonda,900,13000,2
4934,1,Kothapet,530,8500,1
4935,1,Kothapet,530,8500,1
4942,2,Gajularamaram,950,9000,2
4960,1,Gajularamaram,450,5000,1
4964,2,Nacharam,1200,18000,3
4968,3,Kondapur,1800,25000,3
4969,2,Kukatpally,1050,14000,2
4970,2,Saroornagar,700,9000,2
4971,2,Saroornagar,600,9000,2
4972,2,Vanasthalipuram,900,15000,2
4976,2,Nanakaramguda,970,20000,2
4977,2,Nanakaramguda,970,20000,2
4987,2,Kondapur,1450,12000,2
4994,2,Kukatpally,1050,18000,2
4995,1,Gajularamaram,800,10000,2
4997,2,Miyapur,1000,10000,2
4998,2,Miyapur,1000,10000,2
5002,2,Kukatpally,970,11000,2
5005,1,Yousufguda,500,10000,1
5012,2,Yella Reddy Guda,800,12000,2
5013,2,Lingampally,2000,18000,3
5014,1,Madeenaguda,650,6500,1
5020,1,Shamshabad,700,6500,1
5021,1,Madhura Nagar,650,10000,1
5022,2,Madeenaguda,1150,14000,2
5024,2,Miyapur,1025,14000,2
5027,2,Alwal,1300,12000,3
5029,2,Nizampet,1000,10000,2
5030,2,Gachibowli,1650,30000,3
5034,2,Chanda Nagar,1110,12000,2
5042,1,Miyapur,650,7000,2
5045,2,Miyapur,1725,10000,2
5050,3,Ameerpet,1800,40000,4
5051,3,Manikonda,2100,20000,3
5054,3,HITEC City,1836,30000,3
5056,1,Balkampet,1800,11000,2
5058,2,Nizampet,800,10000,2
5063,2,Nizampet,1080,11000,2
5064,2,Chanda Nagar,1150,15000,2
5065,1,Mehdipatnam,800,12000,2
5067,1,Chintal,600,7500,1
5068,3,Chanda Nagar,1500,18000,3
5070,2,Puppalguda,1100,15000,2
5073,2,Mehdipatnam,990,12600,2
5078,2,Miyapur,1190,20000,2
5086,2,Nizampet,1100,12000,2
5091,3,Kondapur,1700,28000,3
5092,3,Miyapur,1355,20000,3
5093,3,Yousufguda,1700,23000,3
5095,2,Toli Chowki,1650,14000,3
5098,3,Gachibowli,1630,30000,3
5100,2,Dilsukhnagar,780,9000,2
5110,3,Sanath Nagar,1570,30000,3
5112,2,Nizampet,1050,9000,2
5116,2,Nizampet,1300,12000,2
5121,1,LB Nagar,700,6000,1
5123,3,Adibatla,1830,20000,3
5124,3,Adibatla,1830,20000,3
5125,2,Nizampet,1000,13000,2
5127,2,A. S. Rao Nagar,1000,9000,2
5128,2,Kukatpally,900,15000,2
5129,2,Puppalguda,1270,18000,2
5130,2,Chanda Nagar,1245,15500,2
5133,2,Alwal,800,9500,2
5134,2,Kukatpally,1074,12000,2
5137,3,Kothaguda,1750,28000,3
5139,2,Miyapur,1300,17500,3
5142,3,Nacharam,1404,17000,3
5150,1,Kukatpally,450,9500,1
5151,3,Kondapur,1830,30000,3
5157,2,Bhoiguda,1000,16000,2
5160,3,Kondapur,1650,20000,3
5162,1,Nizampet,350,9000,1
5163,3,Kondapur,1850,30000,3
5167,2,Kukatpally,1000,12000,2
5168,2,Kukatpally,1000,14000,2
5174,1,Nallakunta,450,8500,1
5176,2,Medipally,1200,13000,3
5180,1,Uppal,500,7500,1
5190,2,kondapur,1265,14000,3
5198,2,Borabanda,1000,12000,2
5202,2,Padmarao Nagar,850,9000,2
5211,1,Secunderabad,800,8000,2
5215,1,Erragadda,500,8000,1
5216,2,Manikonda,1200,20000,2
5218,1,Miyapur,600,8500,1
5219,1,Kothaguda,500,8000,1
5232,1,Karkhana,1000,8000,2
5233,3,Manikonda,1500,22000,3
5236,2,Nizampet,980,13000,2
5244,2,Kondapur,1100,20000,2
5246,2,Amberpet,500,6000,1
5247,2,Kukatpally,1088,13500,2
5258,2,Kondapur,1200,18000,2
5261,2,Hyderguda,1200,23000,3
5262,2,Nacharam,1150,16000,2
5265,3,Kukatpally,1501,25000,3
5267,2,Miyapur,800,12000,2
5275,3,Kukatpally,1455,24000,3
5278,2,Malkajgiri,850,10000,2
5285,2,Amberpet,1050,8500,2
5286,2,Miyapur,1180,14500,2
5295,3,Hafeezpet,2140,30000,3
5308,1,Neredmet,500,5000,1
5311,2,Attapur,1500,12000,2
5315,1,Peerzadiguda,1000,8500,2
5317,1,Kavadiguda,650,10000,2
5319,1,B N Reddy Nagar,500,6500,1
5320,2,Bandlaguda Jagir,1200,14000,2
5322,2,Bandlaguda Jagir,1200,14000,2
5327,1,Kukatpally,475,8500,1
5328,2,Manikonda Jagir,1020,15000,2
5329,2,Miyapur,800,11000,2
5330,2,Kukatpally,900,15000,2
5331,2,Kukatpally,800,13000,2
5332,3,Kondapur,1800,27000,3
5339,2,Nizampet,1150,15000,2
5348,2,Nagole,1400,11000,2
5349,2,Kondapur,1100,16000,2
5353,2,Moula Ali,850,6000,2
5358,2,Moosapet,1000,13000,2
5359,3,kondapur,1600,20000,3
5360,2,Manikonda Jagir,750,10000,2
5362,3,Gopanapalli,1560,23000,3
5368,2,Gachibowli,895,15000,2
5375,2,Dilsukhnagar,850,10000,2
5376,2,Dilsukhnagar,850,10000,2
5384,3,Miyapur,2000,13000,3
5385,2,Kukatpally,1095,15500,2
5386,1,Miyapur,480,7000,1
5389,3,Kondapur,1750,30000,3
5400,3,Manikonda ,1500,18500,3
5406,2,Tarnaka,1350,14000,3
5407,2,Nacharam,1000,7000,2
5413,2,Bowenpally,1400,16000,3
5417,1,Nacharam,855,5500,1
5418,1,Nacharam,855,5500,1
5420,2,Serilingampally,1100,15000,2
5421,2,Gachibowli,1301,25000,3
5423,3,Kokapet,1800,21000,3
5424,3,Kondapur,1650,27000,3
5428,2,Himayatnagar,1200,20000,3
5433,2,Ramachandra Puram,1000,10000,2
5440,2,Musheerabad,800,10000,2
5442,2,Madhapur,1100,17000,2
5443,3,Kothaguda,1600,25000,3
5447,3,Kothaguda,1512,27000,3
5453,3,Kondapur,2000,30000,3
5455,2,Kukatpally,1150,20000,2
5458,2,Amberpet,750,7500,1
5462,2,Kukatpally,1350,16000,2
5463,3,Kondapur,1770,30000,3
5470,3,Shaikpet,2016,30000,3
5471,2,Kukatpally,1220,14000,2
5475,3,Kondapur,2170,29000,3
5480,3,Bachupally,2200,18000,3
5481,3,Bachupally,2200,18000,3
5482,2,Borabanda,800,13000,2
5486,2,Bhoiguda,1050,15000,2
5489,3,Peerzadiguda,1500,13000,2
5496,2,Yella Reddy Guda,875,15000,2
5498,3,Kondapur,1440,26000,3
5500,2,Badangpet,950,6000,2
5503,2,Pocharam,765,8000,2
5505,1,Peerzadiguda,500,4500,1
5506,2,Nizampet,1400,13500,2
5509,2,Rampally,1250,7000,2
5517,2,Chandanagar,1190,17000,2
5519,2,Kukatpally,850,16000,2
5521,2,Moti Nagar,1300,15000,2
5522,2,Gachibowli,1282,20000,3
5523,2,Gachibowli,1282,20000,3
5524,2,Mallapur,600,10000,2
5525,3,Serilingampally,1900,20000,3
5526,2,Manikonda,1250,15000,2
5527,2,Kukatpally,1200,13000,2
5530,3,Manikonda Jagir,1550,20000,3
5537,2,Gachibowli,1400,20000,3
5540,2,Chanda Nagar,1381,19000,3
5541,2,Kapra,1500,14000,2
5545,2,Kondapur,1200,20000,2
5546,1,Boduppal,700,5500,1
5548,2,Kondapur,1250,20000,2
5549,2,Kukatpally,800,12000,2
5552,2,Narsingi,1060,18500,2
5560,2,Balkampet,1480,25000,3
5564,3,Kukatpally,1550,30000,3
5565,3,Kukatpally,1550,30000,3
5566,1,Borabanda,550,7000,1
5567,2,Lakdikapul,900,15000,2
5568,2,Chikkadpally,900,12500,2
5571,1,Miyapur,900,10500,2
5574,2,Hyder Nagar,1200,12000,2
5583,2,Miyapur,1200,15000,3
5589,2,Ramachandrapuram,1000,10000,2
5592,2,Miyapur,1200,15000,2
5594,2,Upperpally,600,9000,2
5596,1,Borabanda,550,8000,1
5597,2,Punjagutta,1050,20000,2
5599,1,Borabanda,500,9000,1
5603,2,Chanda Nagar,1000,13000,2
5605,1,Yousufguda,500,8000,1
5608,2,Amberpet,1000,16500,2
5609,2,Toli Chowki,1450,16000,3
5610,2,Bachupally,1270,11000,3
5611,2,Ramachandrapuram,1000,9000,2
5612,2,Saidabad,800,8000,2
5614,2,Yella Reddy Guda,2000,26000,3
5615,2,Pragathi Nagar,1050,13000,2
5616,2,Chanda Nagar,1000,15000,2
5622,2,Boduppal,1100,8500,2
5623,2,Malakpet,1000,11000,2
5624,2,Miyapur,750,12000,2
5627,2,Hitec City,1800,25000,3
5628,2,Hitec City,1800,25000,3
5634,2,Bachupally,1010,11000,2
5638,2,Kothaguda,1200,18000,2
5640,2,Attapur,1210,16000,2
5644,2,Gachibowli,1000,18000,2
5646,3,Kohtaguda,1800,22000,3
5647,2,Kondapur,900,14000,2
5648,2,Chanda Nagar,900,14000,2
5649,2,Chanda Nagar,900,14000,2
5654,2,Ramachandrapuram,1100,8000,2
5658,2,Miyapur,1200,10000,2
5659,2,Manikonda,800,10000,1
5662,2,Nizampet,1250,12000,2
5666,1,Punjagutta,500,9000,1
5671,3,Nalagandla,1475,15500,3
5675,2,Shaikpet,1500,18000,3
5682,2,Ramachandra Puram,1080,6500,2
5688,2,Shamshabad,1200,18000,2
5689,2,Yousufguda,1000,16000,2
5692,2,Manikonda,1250,18000,2
5699,1,Jillelaguda,850,5000,1
5701,3,Hitech City,1350,25000,3
5706,3,Boduppal,1450,13000,3
5707,2,Moosapet,1000,10000,2
5708,2,Serlingampalli,1000,11000,2
5713,2,Kukatpally,1150,12000,2
5715,2,Nalagandla,1500,15500,2
5725,2,Manikonda,1250,12000,2
5734,2,Madeenaguda,1100,15000,2
5735,2,Somajiguda,1500,25000,3
5738,2,Somajiguda,1268,16000,2
5740,2,Madinaguda,1200,16000,2
5744,2,Somajiguda,1450,19000,2
5748,2,Adibatla,975,15000,2
5750,3,Manikonda,1600,15000,3
5753,2,Kondapur,1200,16000,2
5754,2,Kondapur,1200,16000,2
5755,2,Chanda Nagar,1305,12000,3
5757,2,Upparpally,1250,14000,2
5761,1,Sanath Nagar,400,9000,1
5765,3,Kukatpally,1100,16000,2
5766,2,Ameerpet,1150,16000,2
5767,2,Osman Nagar,1600,9000,2
5769,2,Malkajgiri,1200,10000,2
5772,2,Kukatpally,1000,15000,2
5777,2,Kothapet,1100,12000,2
5778,1,Gachibowli,500,10000,1
5779,3,Sanath Nagar,1250,15000,3
5781,2,Puppalaguda,1200,16000,2
5782,1,Sanath Nagar,400,5000,1
5785,3,Puppalaguda,1700,15000,3
5787,2,Gachibowli,1000,18000,2
5788,2,Kukatpally,1060,15000,2
5790,1,Serilingampalle,500,7000,1
5792,2,Begumpet,1000,17000,2
5799,3,Kukatpally,1450,24000,3
5803,2,Attapur,1100,11000,2
5808,2,Kukatpally,1450,20000,3
5809,2,Hafeezpet,790,14000,2
5810,2,Rampally,900,5000,2
5813,3,Kokapet,2000,27000,3
5822,2,Malakpet,1200,14000,2
5823,1,Hafeezpet,600,8000,1
5825,2,Gachibowli,1145,16000,2
5828,3,Kukatpally,1610,20000,3
5830,2,Yapral,1900,20000,3
5831,2,Qutub Shahi Tombs,1350,15000,3
5833,2,Rasoolpura,1100,14000,3
5834,2,Kukatpally,1150,11000,2
5836,2,Kukatpally,1300,18000,3
5840,2,Manikonda,1450,19500,3
5846,2,Miyapur,1000,13000,2
5848,2,Uppal,1020,7500,2
5851,1,Manikonda,450,4500,1
5854,1,Punjagutta,500,9500,1
5855,2,Kondapur,900,15000,2
5861,3,Hi Tech City,1850,28000,3
5864,2,Madhapur,1050,17000,2
5867,2,Miyapur,1000,14000,2
5871,2,Malkajgiri,1050,9999,2
5873,3,Madhapur,1600,25000,3
5877,3,Miyapur,1600,22000,3
5879,3,Hitec City,2000,23000,3
5880,3,Hitec City,2000,23000,3
5884,2,Kukatpally,1250,13000,2
5891,1,Kondapur,700,10000,1
5893,1,Malakpet,800,8000,2
5896,3,Kondapur,1550,24000,3
5897,2,Madinaguda,1250,14000,2
5909,1,A. S. Rao Nagar,500,4500,1
5910,2,Chanda Nagar,1360,14500,2
5915,3,Miyapur,1445,17000,3
5916,2,Kukatpally,1400,16000,2
5917,1,Miyapur,800,7000,1
5918,2,Nizampet,1250,15000,2
5920,2,Begumpet,1450,15000,2
5921,2,Kukatpally,850,12000,2
5922,2,Kukatpally,850,12000,2
5926,2,Toli Chowki,1100,15000,2
5929,1,Hafeezpet,600,8000,2
5931,3,Serilingampally,1500,20000,3
5933,3,Bachupally,1400,16000,3
5938,2,Bachupally,1200,15000,2
5944,2,Lakdikapul,800,12000,2
5949,2,Chanda Nagar,500,8500,1
5952,2,Boduppal,1250,8000,3
5961,2,Ramachandra Puram,800,9000,2
5968,2,Nizampet,1000,12000,2
5970,3,Whisper Valley,3100,25000,4
5971,3,Annojiguda,1360,10000,3
5972,2,Bolarum,800,7000,2
5975,2,Kukatpally,900,12000,2
5976,3,Khairtabad,1800,25000,3
5981,2,Madhapur,1000,20000,2
5984,3,Pragathi Nagar,1700,16500,3
5985,3,Pragathi Nagar,1700,16500,3
5986,2,Borabanda,1200,16000,2
5987,2,Warasiguda,850,10000,2
5990,1,Malkajgiri,700,4500,1
5991,2,Madeenaguda,1200,12000,2
5993,2,Borabanda,800,14000,2
5994,3,Kondapur,1515,27000,3
5998,3,Attapur,1860,24000,3
6001,2,Secunderabad,750,8000,2
6009,2,Kukatpally,800,13000,2
6012,2,Hitec City,1550,25000,3
6018,2,Moula Ali,1000,10000,2
6019,2,Somajiguda,1000,16000,2
6024,1,A S Rao Nagar,1000,6000,2
6029,2,Malkajgiri,1450,12000,2
6030,2,Gachibowli,1400,30000,3
6031,2,Himayatnagar,1500,23000,3
6037,2,Somajiguda,1000,20000,2
6040,2,Kondapur,1500,15000,3
6041,3,Gachibowli,1301,24000,3
6044,2,Kondapur,1150,14000,2
6045,3,Kondapur,1600,25000,3
6046,2,Serilingampally,805,12000,2
6051,3,Kondapur,1525,30000,3
6054,2,Kukatpally,1500,15000,2
6055,3,Amberpet,1650,24000,3
6056,3,Miyapur,1674,20000,3
6057,1,Miyapur,700,9500,2
6058,1,Chanda Nagar,800,11000,2
6059,2,Lakdikapul,950,13500,2
6061,2,Kukatpally,1200,17000,2
6063,2,Borabanda,800,13000,2
6065,3,Bowrampet,1365,12500,3
6068,3,Madhapur,1625,27000,3
6069,3,Madhapur,1625,27000,3
6071,2,Kushaiguda,800,8800,2
6074,3,Kondapur,1800,25000,3
6087,2,Puppalaguda,1400,16000,3
6088,2,Toli Chowki,850,14500,2
6094,2,Kukatpally,1150,12500,2
6099,2,Whisper Valley,1265,12000,2
6103,2,Nizampet,1000,9000,2
6106,4,Peerzadiguda,2400,30000,4
6108,2,Kondapur,1530,20000,3
6112,2,Nizampet,1250,13000,2
6113,2,Manikonda,1200,17000,2
6117,2,Kukatpally,1150,14000,2
6118,3,Gachibowli,1600,25000,3
6120,3,Narayanguda,1500,20000,3
6125,2,Kukatpally,1200,13000,2
6129,1,Miyapur,600,8000,1
6130,3,Madhapur,1800,28000,3
6135,3,"Kondapur,",1400,30000,3
6141,2,Moula Ali,900,8500,2
6143,2,West Marredpally,1200,16000,2
6150,2,Toli Chowki,950,12000,2
6152,2,Beeramguda,1250,12500,2
6153,2,Beeramguda,1250,12500,2
6156,2,Kukatpally,1485,20000,3
6159,2,Kukatpally,850,13500,2
6161,2,Somajiguda,850,16000,2
6173,2,Nizampet,1100,16000,3
6174,2,Nizampet,1100,16000,3
6175,2,Kothaguda,1200,25000,3
6176,3,Gopanpally,1700,25000,3
6178,2,Bachupally,1100,12500,2
6180,2,Nizampet,1650,15500,3
6188,2,Bachupally,1100,10500,2
6189,2,Nizampet,1080,12000,2
6190,2,Manikonda Jagir,1000,15000,2
6192,2,Nacharam,1400,16000,3
6193,3,Upparpally,1420,20800,3
6198,3,Annojiguda,1350,15000,3
6200,4,Hafeezpet,1809,25000,3
6206,2,Sainikpuri,900,7500,2
6211,2,Pragathi Nagar,1000,14000,2
6212,3,Miyapur,1420,23000,3
6213,2,Chanda Nagar,1240,15000,3
6215,3,Miyapur,1550,16000,3
6216,3,Miyapur,1550,16000,3
6217,3, Kukatpally,1312,17000,3
6226,2,Madinaguda,1100,13000,2
6234,2,Khairtabad,1000,9000,2
6238,2,Puppalguda,1250,17000,2
6244,2,Gokul Plats,1250,13000,2
6249,2,Manikonda ,950,13000,2
6251,2,Nizampet,900,13000,2
6253,2,Nizampet,1110,9600,2
6255,3,Nizampet,1640,16000,3
6263,2,Moosapet,1000,15000,2
6267,2,Kukatpally,1100,13000,2
6270,2,Beeramguda,700,10000,2
6272,3,Kukatpally,1500,24000,3
6275,2,Narsingi,1420,27000,3
6277,2,Kukatpally,1336,14000,2
6278,2,Miyapur,900,12000,2
6279,2,Miyapur,900,12000,2
6290,1,Kukatpally,720,6000,1
6291,1,Kukatpally,449,10000,1
6292,3,Kondapur,1919,30000,3
6295,2,Madhapur,1000,16000,2
6299,2,Himayatnagar,1100,18000,2
6300,2,Himayatnagar,1100,18000,2
6302,2,Kukatpally,1180,13000,2
6308,2,Kukatpally,1145,13000,2
6309,2,Pragati Nagar,1155,12000,2
6310,2,Lingampally,1000,15000,2
6311,2,Kothaguda,1125,18000,2
6312,2,Manikonda,1300,14000,2
6317,2,Gachibowli,1050,15000,2
6318,2,Mehdipatnam,800,11000,2
6319,2,Kothapet,1550,17500,2
6325,2,Upperpally,823,10000,2
6328,1,Serilingampalle ,550,9000,1
6329,3,Manikonda,1615,25000,3
6330,2,Attapur,1000,7500,2
6332,2,Chanda Nagar,800,12000,2
6333,2,Bachupally,1000,8000,2
6340,2,Upparpally,1000,12000,2
6345,3,Jillelaguda,1385,14500,3
6347,3,Hyder Nagar,1600,21000,3
6350,3,Boduppal,1200,8500,2
6357,2,Kukatpally,1104,14000,2
6359,2,Gachibowli,1300,25000,3
6366,3,Serilingampalle,1464,25000,3
6369,2,Hafeezpet,900,14000,2
6370,2,Meerpet,1000,10500,2
6372,2,Puppalaguda,1235,18000,2
6376,2,Chanda Nagar,860,14000,2
6381,2,Chanda Nagar,1100,15000,2
6382,2,Chanda Nagar,1500,17500,2
6385,2,Shaikpet,1000,15000,2
6386,3,Kondapur,1900,25000,3
6389,2,Manikonda,1250,20000,2
6392,2,Zamistanpur,1000,10000,2
6396,2,Chanda Nagar,1000,10000,2
6401,2,Kondapur,1000,15000,2
6404,2,Kukatpally,1000,15000,2
6405,2,Kukatpally,1000,15000,2
6414,2,Amberpet,930,11000,2
6415,1,Ram Nagar,1100,7000,2
6425,2,Kondapur,1000,20000,2
6426,2,Kondapur,1000,20000,2
6429,1,Serilingampally,600,10000,1
6430,3,Kondapur,1465,22000,3
6431,2,Chanda Nagar,1004,15000,2
6433,3,Kondapur,1480,22000,3
6434,3,Manikonda,1700,20000,3
6438,2,Puppalaguda,1000,14000,2
6441,3,Kondapur,1640,25000,3
6463,2,Kukatpally,1200,20000,3
6470,2,Kukatpally,1800,16000,3
6473,1,Manikonda,550,9500,1
6474,2,Kukatpally,800,14000,2
6478,3,Kothaguda,1500,18000,3
6485,2,Kukatpally,1050,18000,2
6488,2,Kukatpally,1000,13000,2
6489,2,Kukatpally,1000,13000,2
6490,2,Chanda Nagar,1000,10000,2
6491,2,Chanda Nagar,1000,10000,2
6492,2,Nizampet,900,11500,2
6496,2,Kukatpally,1100,15000,2
6505,2,Ramachandra Puram,748,15000,2
6507,2,Kukatpally,600,12000,2
6515,1,Nizampet,700,9000,2
6526,2,Vanasthalipuram,1050,12000,2
6529,3,Kondapur,1495,30000,3
6530,3,Kukatpally,1550,22000,3
6531,3,Kukatpally,1550,22000,3
6534,3,"Kondapur,",1500,26000,3
6535,3,Shilpa Hills,1980,25000,3
6537,2,Manikonda,1160,16000,2
6538,2,Kondapur,1175,20000,2
6539,2,Borabanda,900,15000,2
6540,3,Vanasthalipuram,1000,9000,2
6548,2,Pragathi Nagar,950,11500,2
6549,3,Kothaguda,1660,18000,3
6550,2,Shaikpet,1200,17500,3
6553,2,Nizampet,1105,12000,2
6555,3,Kothaguda,2000,30000,3
6557,3,Ramachandra Puram,1500,18000,3
6568,2,Ramachandra Puram,1100,10500,2
6570,2,Hydershakote,900,11000,2
6572,3,Kondapur,1600,22000,3
6573,3,Kondapur,1600,22000,3
6574,3,Kondapur,1550,26000,3
6579,2,Hafeezpet,1400,18000,3
6585,2,Moosapet,1400,17000,3
6589,2,Kukatpally,915,11500,2
6593,2,Hafeezpet,700,10000,1
6594,2,Hafeezpet,700,10000,1
6598,2,Kondapur,1510,22000,3
6599,1,Tellapur,656,5500,1
6601,2,Kukatpally,1350,16000,3
6603,3,Gachibowli,1769,25000,3
6605,1,Kapra,1100,8500,2
6607,3,Jubilee Hills,3200,38000,4
6609,2,Nallakunta,1130,17000,2
6616,2,Miyapur,1010,14000,2
6617,2,Kukatpally,1155,16500,2
6618,2,Attapur,750,10000,2
6621,2,Kushaiguda,800,10000,2
6622,2,Pragathi Nagar,1400,19000,3
6623,2,Kukatpally,1066,13000,2
6625,2,Kukatpally,900,16000,2
6626,3,Patancheruvu,1100,10000,2
6627,3,Kondapur,1550,22000,3
6629,1,Saidabad,1200,12000,2
6631,2,Serilingampally,1030,16000,2
6632,2,Miyapur,1110,17000,2
6634,2,Nizampet,1150,18000,2
6637,2,Narsingi,1200,14000,2
6638,2,Bandlaguda Jagir,700,8000,2
6642,2,Shaikpet,1080,15000,3
6644,2,Puppalaguda,1350,14500,2
6646,2,Manikonda,1245,18000,2
6648,2,Chintal,950,12000,2
6653,3,Bachupally,1545,20000,3
6654,3,Adibatla,1880,25000,3
6658,2,Mallapur,650,7000,2
6660,2,Kukatpally,1050,16000,2
6662,2, Kukatpally,1100,12500,2
6665,2,Toli Chowki,1500,16000,2
6667,3,Kondapur,1758,25000,3
6671,2,Hafeezpet,760,7500,2
6674,1,Vanasthalipuram,1000,7500,1
6675,2,Boduppal,900,6800,2
6676,1,Attapur,700,7500,1
6677,2,Miyapur,1235,11000,2
6678,2,Miyapur,1235,11000,2
6682,2,Banjara Hills,800,15000,2
6683,1,Kukatpally,500,6500,1
6688,2,Kukatpally,1180,18000,2
6690,2,Erragadda,1200,10000,2
6696,2,Moosapet,1030,14000,2
6706,2,Boduppal,1100,8000,2
6707,4,Shaikpet,1990,30000,3
6713,3,Kondapur,2278,27000,3
6722,2,Ranga Reddy District,1115,14000,2
6726,2,Kukatpally,1250,17000,2
6727,2,"Kukatpally,",1300,16000,2
6731,2,Nizampet,1050,14000,2
6734,2,Begumpet,1700,12000,2
6744,2,Nizampet,1400,15000,3
6746,3,Kukatpally,1800,20000,3
6747,2,Attapur,800,10000,2
6748,2,Kukatpally,1350,15000,2
6750,2,Borabanda,1200,13000,2
6751,3,Kondapur,1680,24000,3
6758,2,Kukatpally,1100,15000,2
6760,2,Gachibowli,1188,18000,2
6765,2,Kukatpally,1083,14000,2
6766,3,Shaikpet,1525,21000,3
6770,2,Nizampet,1000,14000,2
6773,2,Nizampet,1050,13000,2
6793,2,Miyapur,1300,15500,2
6803,2,Miyapur,1200,16000,2
6804,2,Miyapur,1200,16000,2
6807,2,kondapur,1000,15000,2
6811,2,Chanda Nagar,1170,16000,3
6819,3,Sanath Nagar,1030,30000,3
6828,2,Kukatpally,1100,16000,2
6837,2,Hafeezpet,1000,14000,2
6843,2,Kondapur,838,18000,2
6845,2,Nampally,1100,12000,2
6846,2,Kondapur,838,18000,2
6848,2,Nampally,1100,12000,2
6849,1,Borabanda,500,6500,1
6850,1,Chanda Nagar,750,5500,1
6853,2,Kukatpally,930,8000,2
